#{"t_start": 1662524349.8892062, "env_id": "zinc-coating-v0"}
r,l,t
-2716.259521,2500,0.585429
-2982.317469,2500,7.152814
-3846.394855,2500,13.67215
-2653.476622,2500,20.166793
-2255.625002,2500,30.78001
-2829.582582,2500,41.531047
-1445.719176,2500,52.201829
-3591.039616,2500,62.923531
-1695.318905,2500,73.533397
-1435.213438,2500,84.151038
-1820.113615,2500,94.781348
-2374.650828,2500,105.396295
-2829.982662,2500,115.985536
-2421.781815,2500,126.48758
-1771.624289,2500,136.983162
-1649.168033,2500,147.427237
-1943.537237,2500,157.771385
-1619.440347,2500,168.241701
-1529.25351,2500,178.823562
-3626.116266,2500,189.40458
-2054.654802,2500,200.066081
-1516.977698,2500,210.640834
-1759.708704,2500,221.090707
-3233.530362,2500,231.694427
-1939.917945,2500,242.178465
-1936.289521,2500,252.489972
-1054.764937,2500,263.041348
-2380.906676,2500,273.495057
-1629.099883,2500,283.951525
-2110.584027,2500,294.513774
-1972.218121,2500,305.01105
-2310.340662,2500,315.41166
-2195.407948,2500,325.988032
-3448.047209,2500,336.357807
-1098.02158,2500,346.880331
-2149.916996,2500,357.529647
-2025.098082,2500,368.20753
-2104.790914,2500,378.778431
-1240.090097,2500,389.190811
-2463.94666,2500,399.763601
-1669.174371,2500,410.314748
-1319.960492,2500,420.720471
-1620.955788,2500,431.228803
-1972.17941,2500,441.758527
-4086.47758,2500,452.263327
-2106.060327,2500,462.822408
-1433.309389,2500,473.54976
-1686.584054,2500,484.080739
-2217.973542,2500,494.766967
-769.052461,2500,505.196408
-2733.240872,2500,515.864846
-1238.871506,2500,526.179406
-1564.139839,2500,536.517946
-1558.620277,2500,546.95934
-1467.767372,2500,557.657018
-2772.510832,2500,568.093777
-2730.05252,2500,578.491719
-2544.371038,2500,588.999668
-1588.284121,2500,599.540429
-1825.044062,2500,610.112861
-1291.088322,2500,620.803158
-1248.195124,2500,631.315628
-3276.709713,2500,641.899686
-2493.233469,2500,652.491309
-3850.497676,2500,663.057859
-1552.161642,2500,673.552376
-1201.932446,2500,684.127071
-1835.772372,2500,694.65633
-1414.87565,2500,705.215586
-1327.742305,2500,715.835361
-1365.627593,2500,726.518031
-1798.390676,2500,736.902142
-2138.99071,2500,747.276685
-1485.481354,2500,757.734538
-3278.505918,2500,768.247958
-1183.741705,2500,778.860432
-2974.29956,2500,789.30222
-1130.36457,2500,799.857352
-825.918966,2500,810.414914
-1320.994571,2500,821.027888
-926.680638,2500,831.689298
-2144.35762,2500,842.055688
-1688.159619,2500,852.362088
-2098.316268,2500,862.987426
-1827.34704,2500,873.588533
-1168.437478,2500,884.100148
-1399.026715,2500,894.632639
-2586.461885,2500,905.123259
-871.426057,2500,915.638368
-1337.399309,2500,926.116106
-2309.436153,2500,936.54293
-1233.130452,2500,947.07876
-1853.947195,2500,957.646857
-1592.323994,2500,968.136734
-2666.726741,2500,978.61744
-2214.320592,2500,989.101342
-1470.951732,2500,999.61193
-2432.08114,2500,1010.208559
-775.545323,2500,1020.853871
-2329.332048,2500,1031.26767
-1729.265502,2500,1041.810347
-1471.02478,2500,1052.324415
-2295.713086,2500,1062.996415
-1466.853919,2500,1073.45621
-1805.985485,2500,1083.85111
-694.39311,2500,1094.193308
-4629.283204,2500,1104.567084
-972.052166,2500,1115.113127
-1611.560486,2500,1125.601809
-2077.882658,2500,1136.005617
-3276.67515,2500,1146.276063
-1517.375727,2500,1156.716413
-2307.917581,2500,1167.200063
-1271.62426,2500,1177.600584
-1585.925602,2500,1187.979162
-950.305734,2500,1198.471775
-2178.737113,2500,1208.946283
-1851.865007,2500,1219.465983
-1689.458834,2500,1229.846957
-4117.703103,2500,1240.370589
