#{"t_start": 1662546823.0196226, "env_id": "zinc-coating-v0"}
r,l,t
-2638.002059,2500,0.58993
-2703.395625,2500,7.346002
-2916.393743,2500,13.913759
-2575.649882,2500,20.605531
-2850.962734,2500,38.919521
-2127.171614,2500,57.32519
-1940.743654,2500,75.557215
-2010.08924,2500,93.809786
-2358.215015,2500,111.826806
-1755.45245,2500,130.030526
-1955.736183,2500,148.295169
-2002.420833,2500,166.246622
-1873.422046,2500,184.622744
-2253.982361,2500,202.833027
-1763.90273,2500,220.94711
-1860.280674,2500,239.049633
-1687.041629,2500,257.04267
-2203.579546,2500,275.414841
-1269.942178,2500,293.631279
-1719.61546,2500,311.64536
-1505.314932,2500,330.026247
-1263.229921,2500,348.292976
-1720.397187,2500,366.466624
-2511.860291,2500,384.632143
-1614.567333,2500,402.630645
-2035.299504,2500,420.532667
-1698.263295,2500,438.735791
-2495.508072,2500,456.930044
-1431.826968,2500,475.379663
-2717.88793,2500,493.745476
-1554.280251,2500,511.743832
-1836.532222,2500,529.940933
-1665.17807,2500,548.238642
-1616.681965,2500,566.465508
-1439.504352,2500,584.73975
-1826.611093,2500,602.789627
-2592.420647,2500,621.223433
-1998.097364,2500,639.057177
-1931.031746,2500,657.158187
-3167.495243,2500,675.491064
-1455.288534,2500,693.956038
-1982.139385,2500,712.025645
-1885.272388,2500,730.470283
-1801.026577,2500,748.44993
-2128.962854,2500,766.755182
-1318.400819,2500,785.097786
-1506.475294,2500,802.998921
-1428.480764,2500,821.257579
-2062.693998,2500,839.386492
-1817.126103,2500,857.441405
-2588.556964,2500,875.720547
-1810.211057,2500,893.815005
-1885.739982,2500,912.133784
-2283.602198,2500,930.204089
-1997.427815,2500,948.24361
-1251.675501,2500,966.521829
-1268.780837,2500,985.015144
-1463.175161,2500,1003.132665
-1838.249742,2500,1021.327124
-965.459739,2500,1039.393335
-2059.36972,2500,1057.34679
-1715.938825,2500,1075.261258
-1677.194289,2500,1093.518275
-1296.195605,2500,1111.797898
-1470.35049,2500,1129.993114
-1461.918327,2500,1147.969163
-1645.325414,2500,1165.966951
-1759.7738,2500,1183.889453
-1834.56268,2500,1201.953885
-1150.316218,2500,1220.042473
-1675.319775,2500,1238.168015
-2262.330139,2500,1256.226471
-1735.408213,2500,1274.600386
-899.516982,2500,1292.670492
-1623.620626,2500,1310.860082
-1407.159385,2500,1328.790187
-1396.403376,2500,1347.146688
-650.57055,2500,1365.185107
-2297.178096,2500,1383.04733
-2486.157502,2500,1401.350067
-1299.443242,2500,1419.390144
-1730.716965,2500,1437.641144
-796.181127,2500,1455.911283
-1753.375275,2500,1474.087403
-1191.588282,2500,1492.542255
-1375.951284,2500,1510.803088
-1175.793546,2500,1529.195273
-1379.73966,2500,1547.473364
-1864.634072,2500,1565.871795
-1525.353805,2500,1584.445592
-1147.48024,2500,1602.688144
-1138.813955,2500,1620.673569
-914.833796,2500,1639.802999
-1488.116575,2500,1658.46142
-2888.736656,2500,1677.071454
-1064.331503,2500,1695.617175
-1552.232629,2500,1713.903183
-1728.806812,2500,1732.221175
-1185.595608,2500,1750.319982
-1984.434237,2500,1768.417316
-1614.735494,2500,1786.556262
-1326.565296,2500,1804.40096
-914.450431,2500,1822.571429
-2750.303331,2500,1840.408883
-1483.585542,2500,1858.606953
-1411.886548,2500,1876.846535
-1896.416532,2500,1895.092638
-1855.002547,2500,1913.105464
-1047.765022,2500,1930.994999
-1437.360503,2500,1949.073422
-1516.252495,2500,1966.97945
-1523.869654,2500,1984.839181
-1436.056103,2500,2002.910671
-1653.126412,2500,2021.153703
-778.485815,2500,2039.224346
-1393.529278,2500,2057.078128
-1148.444135,2500,2075.302887
-1830.730422,2500,2093.509528
-999.363518,2500,2111.571353
-1281.877223,2500,2129.617855
