#{"t_start": 1662553582.4796672, "env_id": "zinc-coating-v0"}
r,l,t
-2993.280585,2500,0.60608
-2597.734712,2500,7.554212
-3304.94353,2500,14.468797
-2999.581039,2500,21.32094
-2902.953814,2500,33.061143
-3213.144882,2500,44.809299
-2695.708266,2500,56.432306
-2539.112094,2500,67.958604
-2758.922034,2500,79.449583
-2259.785623,2500,91.031558
-1862.508976,2500,102.674284
-2062.226302,2500,114.130273
-2376.179075,2500,125.635588
-2284.529739,2500,137.28609
-2451.291952,2500,148.730181
-2420.515192,2500,160.215822
-1882.677223,2500,171.569573
-1925.985517,2500,183.059644
-2154.154276,2500,194.418433
-1742.840546,2500,205.789764
-2259.127863,2500,217.325265
-1895.238423,2500,228.797039
-2273.552322,2500,240.290192
-1666.487858,2500,251.844283
-2423.7047,2500,263.323418
-2769.336468,2500,274.82207
-2674.051449,2500,286.348747
-2679.964512,2500,297.744531
-1748.848101,2500,309.138195
-2822.119487,2500,320.571669
-1873.47033,2500,331.9545
-2109.041145,2500,343.553481
-2054.304051,2500,354.916728
-2126.244381,2500,366.335852
-1921.165897,2500,377.738263
-2149.645107,2500,389.1784
-1525.733768,2500,400.703498
-1900.076998,2500,412.124496
-2510.640456,2500,423.543294
-2206.825257,2500,434.940327
-1771.925011,2500,446.529211
-2234.997965,2500,457.962648
-1869.967074,2500,469.421168
-2267.308615,2500,480.813589
-1937.268598,2500,492.250905
-1691.727341,2500,503.660265
-2332.31359,2500,515.144689
-2059.95267,2500,526.639156
-2525.155935,2500,538.077698
-2723.332004,2500,549.512237
-2213.369283,2500,560.891783
-2080.110696,2500,572.184063
-2680.871516,2500,583.993877
-2082.319636,2500,595.39672
-1494.920538,2500,606.808347
-2484.571521,2500,618.196124
-2356.659513,2500,629.527419
-2722.346827,2500,640.908749
-2264.726924,2500,652.361209
-2359.79674,2500,663.688934
-2282.879653,2500,675.017337
-2297.197818,2500,686.483861
-2062.837048,2500,697.930174
-2037.78107,2500,709.416066
-1738.192572,2500,720.779226
-2209.969206,2500,732.167708
-2401.046381,2500,743.443483
-2583.233629,2500,754.896821
-1883.437214,2500,766.383996
-2125.399815,2500,777.800593
-2082.671924,2500,789.305952
-2079.431804,2500,800.684829
-2335.497678,2500,812.066407
-3632.924648,2500,823.498749
-2635.178353,2500,834.869189
-2181.337063,2500,846.497985
-2037.653448,2500,857.971314
-1915.500817,2500,869.408465
-1800.587711,2500,880.786254
-2172.434465,2500,892.143235
-1912.88145,2500,903.695009
-2453.468251,2500,914.997358
-1459.50754,2500,926.311107
-1684.937227,2500,937.900359
-2017.946909,2500,949.345258
-2663.319633,2500,960.677946
-1666.922072,2500,972.022309
-1518.78961,2500,983.428698
-2511.070435,2500,994.708231
-2021.331763,2500,1006.064966
-2090.227112,2500,1017.337205
-2618.062746,2500,1028.816065
-2060.787655,2500,1040.181893
-2444.340489,2500,1051.562205
-2978.309279,2500,1062.977391
-2001.542808,2500,1074.251583
-2191.583816,2500,1085.510736
-2444.237854,2500,1096.829493
-2503.987191,2500,1108.175329
-2537.614245,2500,1119.654201
-2562.020267,2500,1131.135299
-1894.656559,2500,1142.671406
-1798.653598,2500,1154.005353
-2348.082334,2500,1165.29775
-1582.364944,2500,1176.695487
-1927.633269,2500,1188.168044
-2231.371209,2500,1199.623862
-2276.77893,2500,1211.025893
-2055.590611,2500,1222.317102
-1732.987987,2500,1233.685748
-2292.601738,2500,1245.03445
-1864.555584,2500,1256.424731
-2403.945198,2500,1267.964204
-3747.098225,2500,1279.252704
-3186.134833,2500,1290.791548
-2752.382955,2500,1302.334258
-2222.946662,2500,1313.684014
-2112.734227,2500,1325.14335
-2299.215106,2500,1336.493128
-1824.876661,2500,1348.037032
