#{"t_start": 1662532406.4962611, "env_id": "zinc-coating-v0"}
r,l,t
-2907.57863,2500,0.600168
-3367.034605,2500,7.346513
-2383.20243,2500,14.019737
-3155.925498,2500,20.703114
-2462.937823,2500,31.637422
-2198.887333,2500,42.607096
-2073.675447,2500,53.582867
-2020.647129,2500,64.579017
-1965.567603,2500,75.773756
-2272.402204,2500,86.781584
-1771.593007,2500,97.858472
-1625.058985,2500,108.867019
-2778.448454,2500,119.72493
-1703.929756,2500,130.850915
-2188.675528,2500,141.590406
-2789.610153,2500,152.557399
-1742.421481,2500,163.4176
-2691.489985,2500,174.129664
-1655.705732,2500,184.869972
-1372.066687,2500,195.688949
-1983.737588,2500,206.443073
-1899.856326,2500,217.220532
-2245.836191,2500,227.82136
-2994.142331,2500,238.423228
-1971.388839,2500,249.242058
-2433.642055,2500,259.948647
-1969.95751,2500,270.484689
-1871.432407,2500,281.086582
-1818.537474,2500,291.687776
-1922.06021,2500,302.281936
-1935.356734,2500,312.828743
-1741.748502,2500,323.397041
-1748.96756,2500,333.977675
-1716.562859,2500,344.608332
-2520.620726,2500,355.183594
-1390.03068,2500,365.802526
-2668.690991,2500,376.521905
-2939.296599,2500,387.175564
-1793.698673,2500,397.960587
-1940.526529,2500,408.544249
-2093.54202,2500,419.306503
-2950.545558,2500,429.909331
-2146.964635,2500,440.699264
-2725.811348,2500,451.628561
-1810.577162,2500,462.877906
-2844.263538,2500,473.889758
-1620.409985,2500,485.055895
-2347.589483,2500,495.9102
-2136.020394,2500,506.897506
-1426.602398,2500,518.038915
-2016.154215,2500,528.838089
-1631.861656,2500,539.709729
-2410.650018,2500,550.277382
-1504.253213,2500,560.9027
-1970.910812,2500,571.569963
-2316.574917,2500,582.349997
-2269.612377,2500,593.102217
-2011.63293,2500,603.721676
-1690.180587,2500,614.324788
-1874.332587,2500,624.900913
-1875.862506,2500,635.603222
-1720.957177,2500,646.205086
-2110.10897,2500,656.60285
-2401.096546,2500,667.083009
-2380.542073,2500,677.66131
-2570.105554,2500,688.204207
-2198.620909,2500,699.007137
-1817.216653,2500,709.603663
-2161.710543,2500,720.278875
-1712.67138,2500,731.069812
-1956.292484,2500,741.64618
-2084.400038,2500,752.424459
-2098.193492,2500,763.160169
-2583.712656,2500,773.76481
-2956.500602,2500,784.378911
-1702.53512,2500,795.116779
-2153.889707,2500,805.987448
-2108.177731,2500,816.742368
-3642.597324,2500,827.446146
-1759.787767,2500,838.037678
-2613.118586,2500,848.749729
-1910.26376,2500,859.316
-2252.631457,2500,869.984563
-1623.147792,2500,880.673236
-2372.228714,2500,891.369149
-2184.47976,2500,902.143569
-2088.838979,2500,912.811362
-1904.001688,2500,923.421639
-1921.089357,2500,934.08419
-2226.591005,2500,944.811831
-2262.322863,2500,955.332982
-1773.815496,2500,965.864568
-2172.151352,2500,976.585945
-2069.609408,2500,987.154831
-2612.953184,2500,997.765963
-2312.404828,2500,1008.517826
-2104.90754,2500,1019.175518
-2651.965115,2500,1029.845389
-2673.001221,2500,1040.498321
-2331.204857,2500,1051.206516
-1892.933252,2500,1061.782413
-2249.204859,2500,1072.223568
-2548.968442,2500,1082.984518
-3074.481839,2500,1093.6994
-2224.749703,2500,1104.243661
-2018.033876,2500,1114.890059
-1640.074347,2500,1125.680149
-1991.487659,2500,1136.375905
-2649.576177,2500,1147.0505
-2495.022342,2500,1157.675623
-1691.352638,2500,1168.367768
-3311.822944,2500,1179.068682
-1982.727507,2500,1189.541649
-1840.308553,2500,1200.278282
-2232.216007,2500,1210.86752
-2139.278299,2500,1221.553871
-2185.195552,2500,1232.182269
-2393.34216,2500,1242.91384
-1964.480789,2500,1253.537971
-1739.966084,2500,1264.125683
