#{"t_start": 1662550250.7572043, "env_id": "zinc-coating-v0"}
r,l,t
-3008.570365,2500,0.584693
-3523.967128,2500,7.283314
-2941.550417,2500,13.987655
-2721.838354,2500,20.658497
-2630.382776,2500,38.345488
-2574.31842,2500,55.727826
-2199.865291,2500,73.35421
-2309.706188,2500,90.900365
-1998.000901,2500,108.44523
-2065.2998,2500,126.10762
-2077.076246,2500,143.851469
-1847.861365,2500,161.51592
-1919.52462,2500,179.153351
-1918.174471,2500,196.859699
-1855.49841,2500,214.266642
-2490.042652,2500,231.808456
-2796.300505,2500,249.633319
-2122.584379,2500,267.327794
-2055.05943,2500,284.83366
-2439.055562,2500,302.310744
-2058.79885,2500,319.773718
-2023.290705,2500,337.55561
-1889.280023,2500,354.873432
-2380.005691,2500,372.271789
-1363.965677,2500,389.681731
-2136.025524,2500,406.975109
-1799.119279,2500,424.149558
-1817.148772,2500,441.800229
-2128.437695,2500,459.281611
-1995.943561,2500,476.751187
-2073.970564,2500,494.347423
-1577.736511,2500,511.757647
-1878.909256,2500,529.35697
-1778.380382,2500,546.803654
-1929.383545,2500,563.945862
-2536.549361,2500,581.591805
-1497.181906,2500,599.18501
-2196.620637,2500,616.619291
-1786.304198,2500,633.785613
-1868.645586,2500,651.076036
-1565.261282,2500,668.573071
-2949.386576,2500,686.137865
-1932.686383,2500,703.649547
-1918.889498,2500,721.429921
-1690.780584,2500,738.777637
-1801.254344,2500,756.075236
-2140.122801,2500,773.465686
-1148.483307,2500,790.896902
-2132.056103,2500,808.649174
-1927.077939,2500,826.14376
-1689.745082,2500,843.521523
-2387.137426,2500,861.080487
-1357.558773,2500,878.673211
-1526.808379,2500,895.977844
-2144.766506,2500,913.662503
-1848.556416,2500,931.000531
-1438.490558,2500,948.549186
-1713.947634,2500,966.131824
-1607.908746,2500,983.702335
-1590.6428,2500,1001.063881
-2296.294846,2500,1018.609141
-1642.068526,2500,1036.179613
-2137.302844,2500,1053.761711
-1668.478937,2500,1071.120054
-1597.335431,2500,1088.649475
-1607.055486,2500,1106.020307
-1870.527565,2500,1123.365654
-1435.646118,2500,1140.706715
-1862.814148,2500,1158.129163
-1663.551434,2500,1175.511902
-2241.828178,2500,1192.901715
-1631.544224,2500,1210.157862
-1906.998454,2500,1227.566964
-1872.191433,2500,1245.040583
-1151.715009,2500,1262.23359
-1742.490514,2500,1279.76461
-2401.159893,2500,1297.237184
-1987.202504,2500,1314.639807
-2607.931215,2500,1332.226491
-1016.392761,2500,1349.620287
-1495.836199,2500,1367.132918
-1286.781281,2500,1384.5473
-1710.83312,2500,1402.203254
-1394.585095,2500,1419.912443
-1383.029125,2500,1437.333377
-1601.879287,2500,1454.991858
-1749.915691,2500,1472.709245
-1880.15608,2500,1490.32401
-1457.426073,2500,1507.781896
-1862.35885,2500,1525.139092
-1369.00187,2500,1542.608088
-1487.871359,2500,1559.775747
-1679.279643,2500,1577.353328
-1561.74306,2500,1594.759124
-1931.976346,2500,1611.935179
-2546.537265,2500,1628.961693
-1886.03179,2500,1646.422541
-1672.098152,2500,1663.967939
-1672.910753,2500,1681.374336
-1851.287505,2500,1698.847507
-1015.811835,2500,1716.501459
-1722.635617,2500,1733.696249
-1359.364779,2500,1751.04625
-2083.806152,2500,1768.428313
-1623.568699,2500,1785.55697
-1438.558035,2500,1803.051602
-1548.831777,2500,1820.28189
-1859.705751,2500,1837.672163
-1667.684108,2500,1855.061165
-2809.725803,2500,1872.115245
-1639.094594,2500,1889.289495
-1737.929287,2500,1906.253856
-1881.278019,2500,1923.667318
-1745.315503,2500,1940.821765
-2034.705091,2500,1958.04554
-1231.330222,2500,1975.244159
-1757.105495,2500,1992.673266
-1246.365304,2500,2009.991338
-2105.658738,2500,2027.040619
-2018.678174,2500,2044.334591
