#{"t_start": 1662513787.1706119, "env_id": "zinc-coating-v0"}
r,l,t
-2598.889268,2500,0.563489
-2702.591843,2500,7.12919
-3078.644654,2500,13.646902
-3655.450401,2500,20.104856
-2828.52825,2500,38.034832
-1815.326083,2500,56.109924
-2037.86804,2500,74.040779
-2161.515022,2500,92.016738
-1617.259572,2500,109.91366
-1622.648525,2500,128.270335
-2088.231962,2500,146.412374
-1715.238764,2500,164.547921
-1546.187391,2500,182.779266
-1887.887803,2500,200.974107
-1384.266086,2500,219.184517
-1887.731886,2500,237.582934
-1885.267317,2500,256.135628
-1059.840411,2500,274.51847
-2629.649723,2500,292.881244
-1728.952005,2500,310.791672
-1670.328469,2500,328.912885
-1322.609366,2500,347.175233
-1624.663268,2500,365.532882
-2336.028724,2500,383.765479
-1608.327459,2500,401.900326
-1177.771065,2500,420.009012
-1537.646809,2500,438.112296
-1569.236547,2500,456.133685
-2552.782583,2500,474.441401
-896.98571,2500,492.582443
-1258.837429,2500,510.763649
-1660.756185,2500,529.165192
-1625.132337,2500,547.574671
-1558.613769,2500,565.893316
-2083.674179,2500,584.136984
-1651.36701,2500,602.381076
-1080.537278,2500,620.615765
-2224.64165,2500,638.749689
-2101.510001,2500,656.616673
-1412.122648,2500,674.694603
-2410.004368,2500,692.927538
-1784.561181,2500,710.750725
-1122.329472,2500,728.852542
-2169.575322,2500,747.003066
-1877.948489,2500,765.155787
-1019.742713,2500,783.158206
-1526.837347,2500,801.076026
-1691.831143,2500,819.086947
-1751.863884,2500,837.14379
-995.443417,2500,854.886016
-1265.843258,2500,872.607752
-2300.418536,2500,890.482073
-1814.458296,2500,908.103976
-1481.776852,2500,925.558931
-3428.335975,2500,943.3364
-1802.115693,2500,961.1781
-1013.740413,2500,978.947752
-1130.808378,2500,996.570269
-2258.373013,2500,1014.2421
-1836.567469,2500,1031.835061
-1150.481559,2500,1049.456765
-2114.268776,2500,1067.224952
-1940.132686,2500,1084.988081
-1446.709084,2500,1102.738742
-1295.390427,2500,1120.460161
-2659.750283,2500,1138.089679
-2285.629391,2500,1155.727479
-1148.643932,2500,1173.394222
-1537.314438,2500,1190.999567
-1328.604875,2500,1209.009504
-2170.680301,2500,1226.620265
-1448.247729,2500,1244.186502
-1899.294147,2500,1262.087464
-1516.623668,2500,1279.583019
-1528.587955,2500,1297.364502
-2754.745992,2500,1314.979487
-1399.713241,2500,1333.035605
-2900.0932,2500,1350.677756
-1167.543563,2500,1368.323702
-2386.436516,2500,1386.205739
-1347.287015,2500,1403.987875
-1525.403318,2500,1421.569809
-2151.583093,2500,1439.089363
-851.514254,2500,1457.106472
-1769.942382,2500,1474.919239
-2155.207197,2500,1492.749788
-2193.240455,2500,1510.519808
-1067.259506,2500,1528.089759
-2402.094309,2500,1545.947599
-1224.3019,2500,1563.807498
-1400.242855,2500,1581.364739
-942.979045,2500,1599.002949
-1868.269828,2500,1616.891626
-931.255806,2500,1634.608817
-1548.054568,2500,1652.275277
-879.012639,2500,1669.91106
-748.665891,2500,1687.743772
-1446.565719,2500,1705.273831
-1054.563627,2500,1723.16997
-951.116256,2500,1740.986191
-2077.964598,2500,1758.831918
-1148.737741,2500,1776.665872
-1642.104376,2500,1794.477768
-1951.058862,2500,1812.234187
-615.775607,2500,1830.164295
-1841.807074,2500,1848.1061
-825.500405,2500,1865.899812
-1061.377798,2500,1883.529763
-816.957699,2500,1901.239267
-1591.641542,2500,1919.558168
-1377.308903,2500,1937.395917
-1806.948348,2500,1955.18054
-1300.621081,2500,1973.123638
-1564.947226,2500,1991.054092
-1614.632434,2500,2008.872903
-1397.296659,2500,2026.586124
-1540.777485,2500,2044.30764
-1061.51727,2500,2062.216558
-743.370695,2500,2079.755731
-1700.849672,2500,2097.418516
