#{"t_start": 1662473575.5077658, "env_id": "zinc-coating-v0"}
r,l,t
-3515.221821,2500,0.587635
-2734.224067,2500,7.322736
-2842.261236,2500,14.144655
-3348.719213,2500,20.786004
-2767.130764,2500,31.679729
-1861.382375,2500,42.596038
-1971.726006,2500,53.698022
-1617.014717,2500,64.691999
-2896.369427,2500,75.557633
-2394.661228,2500,86.290764
-3773.102885,2500,96.959007
-1851.904237,2500,107.565476
-2653.350478,2500,118.271303
-2439.805465,2500,129.065734
-1633.856492,2500,139.780146
-1790.131074,2500,150.310943
-2743.259164,2500,161.029867
-1411.395093,2500,171.743927
-2234.340861,2500,182.328
-1334.703928,2500,193.015647
-2336.238585,2500,203.564546
-3276.87965,2500,214.250893
-1216.688487,2500,224.762941
-2657.472326,2500,235.20499
-4116.909766,2500,245.748738
-3547.677324,2500,256.32063
-831.352863,2500,266.989954
-2500.618623,2500,277.567244
-4040.219963,2500,288.191262
-1202.003248,2500,298.864084
-1467.284854,2500,309.667531
-1768.356922,2500,320.267005
-1607.594928,2500,331.080834
-1588.059062,2500,341.861006
-1115.619874,2500,352.501985
-1026.026909,2500,363.137991
-1141.303941,2500,373.798169
-1450.99166,2500,384.580291
-1986.970575,2500,395.312153
-3440.349409,2500,405.943335
-2801.224928,2500,416.672127
-2521.078921,2500,427.3335
-2407.406687,2500,437.90042
-3700.935113,2500,448.484078
-1504.098247,2500,459.166898
-1291.215666,2500,469.604763
-2887.023123,2500,480.241964
-1446.443446,2500,490.946421
-1486.121173,2500,501.674421
-1204.828157,2500,512.368109
-3437.327033,2500,522.97297
-2368.749522,2500,533.578742
-2130.55092,2500,544.119402
-1625.010781,2500,554.736324
-1597.187544,2500,565.33139
-1159.203636,2500,575.984089
-2311.714584,2500,586.548138
-1042.368515,2500,597.048923
-1267.849364,2500,607.488805
-3152.637008,2500,618.019683
-1385.838073,2500,628.534094
-1411.351354,2500,638.999073
-1193.544385,2500,649.753121
-3221.25412,2500,660.332342
-2461.47989,2500,670.96994
-1232.071738,2500,681.560659
-1341.447544,2500,692.096902
-2602.417963,2500,702.643106
-1507.153989,2500,713.283607
-3111.220354,2500,723.807854
-1147.34088,2500,734.329409
-1384.825086,2500,744.750783
-1815.582995,2500,755.545102
-1899.645612,2500,766.060153
-1337.655699,2500,776.676803
-2586.228887,2500,787.425194
-1896.748572,2500,798.136475
-1586.307726,2500,808.538539
-3260.06432,2500,819.02844
-2707.111781,2500,829.768963
-2915.479392,2500,840.433578
-1750.318878,2500,851.056783
-2089.684822,2500,861.7302
-2808.774795,2500,872.280586
-1333.100221,2500,882.813412
-1711.637522,2500,893.580495
-1691.753253,2500,904.330733
-1259.922303,2500,914.994479
-2667.09961,2500,925.763737
-2501.151216,2500,936.482829
-2817.793447,2500,946.948967
-1494.843087,2500,957.562758
-2226.49714,2500,968.283953
-1128.943874,2500,978.957284
-2677.193986,2500,989.464673
-1529.193925,2500,1000.181849
-3453.234812,2500,1010.801991
-2084.667984,2500,1021.32373
-3638.094549,2500,1032.014894
-1404.950994,2500,1042.559187
-900.854553,2500,1053.226607
-1072.792415,2500,1063.829476
-1069.635038,2500,1074.559069
-1576.420238,2500,1085.230029
-1549.704007,2500,1095.881494
-1527.615025,2500,1106.524954
-1503.581476,2500,1117.286303
-2196.840564,2500,1127.874773
-2551.175824,2500,1138.511564
-1356.069829,2500,1149.105392
-3193.532914,2500,1159.692631
-2455.60144,2500,1170.327259
-2921.62421,2500,1180.873096
-2237.724844,2500,1191.578206
-2310.72055,2500,1202.266952
-1572.352672,2500,1212.998331
-1506.246047,2500,1223.6959
-1368.151874,2500,1234.223276
-934.089907,2500,1244.760763
-1446.187087,2500,1255.35225
