#{"t_start": 1662506578.3290973, "env_id": "zinc-coating-v0"}
r,l,t
-3208.330735,2500,0.570543
-2313.078533,2500,7.114684
-2779.436769,2500,13.577466
-2875.701653,2500,20.071066
-2396.407196,2500,30.720788
-2307.125999,2500,41.436257
-1936.859699,2500,51.831111
-2590.107755,2500,62.362943
-2227.594918,2500,72.871623
-1711.80665,2500,83.380569
-1180.500174,2500,93.959812
-1591.740149,2500,104.391919
-1307.591073,2500,114.80786
-3466.663687,2500,125.027773
-1562.470362,2500,135.41391
-1886.18725,2500,146.078715
-3534.656127,2500,156.590656
-1794.053293,2500,167.109574
-1228.131567,2500,177.4686
-1771.798488,2500,187.957475
-1660.430496,2500,198.423965
-2133.988187,2500,208.885355
-4048.113719,2500,219.406918
-1507.912498,2500,230.001165
-1731.655602,2500,240.523937
-2441.020793,2500,250.937759
-3609.56909,2500,261.324301
-2833.314127,2500,271.823946
-2231.1076,2500,282.310298
-3471.035974,2500,292.769233
-2084.220706,2500,303.255214
-2974.075348,2500,313.775786
-1600.602164,2500,324.226493
-2001.087323,2500,334.667036
-2659.752245,2500,345.205191
-2911.842373,2500,355.527037
-2536.630374,2500,365.994371
-1883.001628,2500,376.351132
-1222.739971,2500,386.814645
-1876.690428,2500,397.316872
-2047.135808,2500,407.830239
-2867.804971,2500,418.179502
-2420.374709,2500,428.921129
-1967.508714,2500,439.370513
-2410.22169,2500,449.824481
-2654.65666,2500,460.370598
-2093.405652,2500,470.994452
-1269.928079,2500,481.660901
-2642.213827,2500,492.121774
-1750.703076,2500,502.624925
-1365.599191,2500,513.21922
-2133.730962,2500,523.975072
-1401.283766,2500,534.708867
-1457.218611,2500,545.323851
-2499.846069,2500,555.63978
-1214.991625,2500,566.130821
-1687.162903,2500,576.646778
-2127.643978,2500,587.057235
-1943.457408,2500,597.465904
-1272.223955,2500,607.91829
-2974.613105,2500,618.335032
-1200.035874,2500,628.869362
-2099.475884,2500,639.263148
-1181.323728,2500,649.727379
-1832.093026,2500,660.005502
-1311.61277,2500,670.456303
-1995.718091,2500,680.915843
-1945.313958,2500,691.130088
-3292.485125,2500,701.500162
-1959.927238,2500,712.108672
-1485.315348,2500,722.631912
-1711.50136,2500,733.255997
-1706.945529,2500,743.755773
-890.593314,2500,754.316125
-1693.514253,2500,764.856461
-2049.517479,2500,775.293725
-1765.024923,2500,785.683393
-1178.122708,2500,796.14683
-1623.41747,2500,806.671459
-1412.514051,2500,817.223298
-1387.509111,2500,827.7347
-1965.230769,2500,838.008057
-2252.799207,2500,848.457732
-1596.702248,2500,858.984522
-1210.028765,2500,869.564058
-3048.839529,2500,879.883893
-1773.438291,2500,890.36712
-1989.736796,2500,900.698242
-1747.998555,2500,911.190184
-2291.505358,2500,921.701786
-1463.597365,2500,932.115037
-1978.53133,2500,942.634839
-1931.268883,2500,953.049495
-2155.628682,2500,963.614652
-2843.586103,2500,974.112608
-1071.494215,2500,984.630412
-1318.466291,2500,995.093387
-2100.006041,2500,1005.486609
-864.393534,2500,1016.016932
-1255.73235,2500,1026.588486
-2376.230578,2500,1037.193355
-2401.589136,2500,1047.819149
-3297.092279,2500,1058.249868
-3729.929517,2500,1068.598858
-1669.197941,2500,1079.017524
-1741.999873,2500,1089.476074
-2520.257877,2500,1100.065249
-1850.498786,2500,1110.369646
-894.329345,2500,1120.769362
-1508.536914,2500,1130.998922
-1206.276276,2500,1141.301683
-2910.8376,2500,1151.583524
-1570.405076,2500,1161.933923
-1091.876229,2500,1172.377298
-1542.39051,2500,1182.689866
-1283.771562,2500,1193.036952
-2874.461725,2500,1203.603006
-2155.01776,2500,1213.999792
-2276.825776,2500,1224.314252
-1845.016358,2500,1234.83115
