#{"t_start": 1662520457.2314668, "env_id": "zinc-coating-v0"}
r,l,t
-3273.601107,2500,0.605503
-2728.939207,2500,7.408556
-2951.679286,2500,14.207591
-2328.192848,2500,20.940135
-3260.765216,2500,32.626752
-2438.523582,2500,44.182191
-2846.94037,2500,55.659803
-2579.352674,2500,66.966035
-2134.73631,2500,78.374853
-2471.970731,2500,89.76635
-3049.204559,2500,101.185486
-2481.217568,2500,112.715567
-2385.444808,2500,124.068831
-2244.711139,2500,135.437064
-2069.380627,2500,146.841557
-2351.495151,2500,158.159533
-1989.668372,2500,169.449219
-2352.824499,2500,180.789334
-2311.396334,2500,192.133978
-1975.43807,2500,203.44073
-1846.050239,2500,214.635055
-1691.795805,2500,225.943132
-2493.469264,2500,237.184866
-2861.206501,2500,248.410958
-1967.372418,2500,259.514799
-1767.305401,2500,270.696182
-2088.593512,2500,281.839
-2190.648598,2500,293.0409
-2091.566167,2500,304.245843
-2299.669421,2500,315.602297
-2358.643235,2500,327.099168
-2727.977268,2500,338.252151
-1973.629931,2500,349.632244
-1947.56961,2500,361.020191
-2243.856728,2500,372.384872
-1868.427176,2500,383.604499
-2038.307749,2500,394.76412
-1978.894783,2500,406.233024
-2033.167155,2500,417.456832
-2313.489558,2500,428.788208
-1943.719949,2500,440.075183
-2242.923278,2500,451.546127
-2032.493895,2500,462.940092
-2068.180929,2500,474.326207
-1914.666423,2500,485.565337
-2875.2458,2500,496.78267
-1992.911155,2500,508.033458
-1964.648611,2500,519.179918
-1618.958709,2500,530.699447
-2168.024178,2500,542.078126
-1876.417585,2500,553.339136
-2275.315951,2500,564.710378
-1836.609653,2500,575.977102
-2005.511004,2500,587.203981
-1876.144822,2500,598.393263
-2093.51886,2500,609.536993
-2126.292062,2500,620.709236
-1706.322251,2500,631.806392
-2578.146157,2500,642.940486
-2113.063229,2500,654.278714
-2146.527344,2500,665.610607
-1878.589691,2500,676.833122
-2918.496876,2500,688.18804
-2491.25844,2500,699.406743
-2363.586622,2500,710.699428
-2457.044958,2500,721.954536
-2011.53833,2500,733.148213
-2331.899093,2500,744.493555
-1601.765126,2500,755.695828
-2690.58589,2500,767.031835
-2098.239276,2500,778.225834
-2845.441413,2500,789.500347
-3180.20552,2500,800.658491
-1999.613238,2500,811.879735
-2195.397297,2500,823.117158
-2042.425982,2500,834.566741
-2112.406493,2500,845.864426
-1687.140693,2500,857.22235
-2402.195404,2500,868.599945
-2602.169978,2500,879.909787
-2395.36479,2500,891.194668
-2343.878017,2500,902.376042
-1931.230305,2500,913.684127
-1703.894339,2500,924.997608
-3034.926164,2500,936.185118
-1822.193429,2500,947.691362
-2238.344295,2500,958.988703
-2217.783704,2500,970.304127
-2191.26544,2500,981.647163
-2539.249568,2500,992.968052
-2141.361664,2500,1004.50377
-1912.317995,2500,1015.749106
-1697.78629,2500,1027.02265
-2267.333162,2500,1038.336056
-1818.86202,2500,1049.493631
-2073.486451,2500,1060.706816
-1617.058455,2500,1072.026533
-1865.901729,2500,1083.193977
-2437.112336,2500,1094.397894
-1943.175658,2500,1105.668771
-3470.585885,2500,1116.792971
-3271.073694,2500,1128.224948
-2443.240291,2500,1139.76316
-2088.006578,2500,1150.952413
-3258.759734,2500,1162.348737
-2239.440995,2500,1173.589007
-1744.623661,2500,1185.062998
-2065.245643,2500,1196.529908
-2533.600751,2500,1207.822317
-3001.440495,2500,1219.116141
-2259.97472,2500,1230.224062
-2280.62161,2500,1241.484914
-1769.05068,2500,1252.659948
-1960.299116,2500,1263.771906
-1898.575454,2500,1274.978853
-2542.659324,2500,1286.035031
-2534.038538,2500,1297.283089
-1908.061972,2500,1308.580071
-2323.924969,2500,1319.866963
-1704.826962,2500,1331.344027
