#{"t_start": 1662543421.6722763, "env_id": "zinc-coating-v0"}
r,l,t
-2978.780986,2500,0.611584
-3704.049294,2500,7.236136
-2975.053319,2500,13.786878
-3045.514558,2500,20.389313
-3211.319781,2500,38.471677
-2213.590142,2500,56.625156
-1880.98195,2500,74.767194
-1810.403683,2500,92.752813
-1916.808901,2500,110.637627
-1885.85344,2500,128.620323
-1788.844782,2500,146.490634
-1824.552877,2500,164.649792
-1127.306503,2500,182.848995
-1620.746846,2500,201.099269
-2398.103565,2500,219.367828
-1444.896413,2500,237.409635
-1245.533415,2500,255.810138
-1894.949701,2500,273.828984
-1883.439992,2500,292.210636
-1536.661361,2500,310.390649
-1582.856365,2500,328.406735
-1286.585671,2500,346.716865
-2030.9076,2500,365.086891
-1231.019897,2500,383.168732
-2415.71434,2500,401.546149
-1271.820657,2500,419.5288
-1471.795145,2500,437.519264
-2868.549891,2500,455.876747
-792.973798,2500,474.121089
-1587.002358,2500,492.26419
-2001.811303,2500,510.398679
-1377.391833,2500,528.616761
-1119.184693,2500,546.701828
-1887.124294,2500,565.058345
-2680.697995,2500,583.05578
-2798.987103,2500,601.138962
-3152.328568,2500,619.402025
-2122.334906,2500,637.380561
-2219.329014,2500,655.662845
-2094.871047,2500,673.761476
-2556.114819,2500,692.094208
-2029.864575,2500,710.012154
-1701.840071,2500,728.195025
-1272.947824,2500,746.166283
-1365.251504,2500,764.43748
-1976.224022,2500,782.512265
-1435.527092,2500,800.459021
-1738.377594,2500,818.355305
-1424.481683,2500,836.115205
-2256.878789,2500,854.248787
-2229.491853,2500,872.354717
-1624.582695,2500,890.341327
-837.729319,2500,908.694121
-1324.999867,2500,926.853844
-1567.066802,2500,944.659422
-2371.677174,2500,962.665519
-2482.389533,2500,980.694865
-1466.458536,2500,998.740064
-1790.820029,2500,1016.534609
-1026.377187,2500,1034.493379
-2580.752601,2500,1052.398729
-1593.152607,2500,1070.405184
-1058.003284,2500,1088.794904
-1140.59011,2500,1107.05749
-1789.496501,2500,1125.4785
-890.86079,2500,1143.600514
-689.201904,2500,1161.983776
-1561.614913,2500,1180.361582
-2807.312076,2500,1198.642196
-1566.055005,2500,1216.800881
-2620.527026,2500,1234.994247
-649.486701,2500,1252.841283
-1003.724187,2500,1270.949875
-735.433066,2500,1288.896936
-331.253347,2500,1306.990922
-618.875682,2500,1325.053525
-1884.054041,2500,1343.109789
-743.097343,2500,1361.074239
-1190.467437,2500,1379.079247
-1643.685194,2500,1397.166567
-1984.971741,2500,1415.282566
-2138.95142,2500,1433.437016
-1051.642684,2500,1451.739876
-1361.510433,2500,1470.275758
-1681.51782,2500,1488.730792
-1874.76024,2500,1507.016036
-700.974697,2500,1525.395191
-2145.017236,2500,1543.366638
-840.191248,2500,1561.378232
-1039.844724,2500,1579.249618
-2406.71859,2500,1597.303318
-2421.643999,2500,1615.397459
-2647.455443,2500,1633.31795
-2114.283581,2500,1650.981328
-1274.01602,2500,1669.043802
-1034.563783,2500,1687.133587
-913.709432,2500,1705.393943
-1285.139997,2500,1723.469763
-1399.449655,2500,1741.414901
-2163.463225,2500,1759.492865
-1251.147278,2500,1777.91011
-1484.485858,2500,1796.13155
-1680.782991,2500,1814.271177
-1313.032661,2500,1832.852046
-762.90989,2500,1851.772831
-1292.695349,2500,1870.480324
-2795.361616,2500,1888.950667
-1852.374034,2500,1907.239233
-1149.104185,2500,1925.918589
-915.135492,2500,1944.220643
-2263.937683,2500,1962.762725
-1879.475878,2500,1981.517975
-629.963518,2500,1999.958328
-2173.773611,2500,2018.240243
-2129.009166,2500,2036.374931
-2502.031258,2500,2054.505595
-938.162207,2500,2072.51026
-807.097585,2500,2090.597055
-1517.457959,2500,2108.583214
-1548.628537,2500,2126.544995
