#{"t_start": 1662510379.724813, "env_id": "zinc-coating-v0"}
r,l,t
-2336.519442,2500,0.600397
-3921.798487,2500,7.308886
-3705.520308,2500,13.954053
-3066.657152,2500,20.585151
-2216.283328,2500,38.974243
-2190.793676,2500,57.26398
-2223.602395,2500,75.622756
-1545.185471,2500,93.804478
-1502.495693,2500,111.906665
-2006.937689,2500,130.148152
-1525.754247,2500,148.161919
-1638.605148,2500,166.264769
-2334.364742,2500,184.653615
-1466.599428,2500,202.979424
-1996.396504,2500,221.214625
-1378.089414,2500,239.440003
-2154.262166,2500,257.84181
-1720.345088,2500,275.76851
-2242.152086,2500,293.894481
-2449.877329,2500,311.768337
-2565.859423,2500,329.849375
-1270.798225,2500,348.074692
-1603.572742,2500,365.766184
-2611.87281,2500,383.604365
-1410.830508,2500,401.406282
-1683.057267,2500,419.391752
-3375.517428,2500,437.274009
-1615.614283,2500,455.246216
-1265.754764,2500,473.24994
-2629.941825,2500,491.232314
-1827.403527,2500,509.137053
-1511.684164,2500,527.264612
-1807.160855,2500,545.357463
-1126.103653,2500,563.19635
-2697.446739,2500,581.251245
-1552.677544,2500,599.096125
-1491.174436,2500,617.29742
-2552.642919,2500,635.239589
-1520.541888,2500,653.251778
-1562.64909,2500,671.148364
-1341.711712,2500,689.489487
-2167.828031,2500,707.516042
-1915.612292,2500,725.318165
-1207.226234,2500,743.392677
-824.543323,2500,761.366812
-1387.881021,2500,779.094903
-2406.69374,2500,796.853785
-1456.318975,2500,814.808497
-2279.340506,2500,832.809871
-1641.932474,2500,850.655477
-2004.419262,2500,868.54655
-1675.183118,2500,886.722708
-1723.764766,2500,904.769809
-2762.077236,2500,922.4884
-1476.27728,2500,940.794857
-2716.892182,2500,958.965144
-1811.354467,2500,977.109842
-1553.670325,2500,995.120113
-2152.869318,2500,1013.141781
-3301.805358,2500,1031.075335
-2251.139668,2500,1049.225316
-696.315462,2500,1066.875562
-2043.637834,2500,1084.773523
-2979.031271,2500,1102.648097
-976.01406,2500,1120.642859
-1926.390041,2500,1138.435686
-1274.290771,2500,1156.615589
-2027.306531,2500,1174.816257
-1622.016482,2500,1192.694227
-1816.270546,2500,1210.564018
-866.647003,2500,1228.534173
-3163.18103,2500,1246.399906
-3251.700832,2500,1264.450168
-2113.658863,2500,1282.33603
-1460.466226,2500,1300.242435
-1175.086443,2500,1318.061164
-1621.777057,2500,1335.842842
-1141.112388,2500,1354.003602
-1051.465287,2500,1372.666715
-2057.567132,2500,1391.055988
-2198.323471,2500,1409.261342
-1297.942304,2500,1427.640099
-1218.291959,2500,1445.818197
-2673.187062,2500,1464.172385
-1080.260331,2500,1482.277626
-997.124586,2500,1500.564136
-2057.435497,2500,1518.597782
-1353.296385,2500,1536.697226
-1848.477337,2500,1554.838316
-2473.704042,2500,1573.02755
-1147.757854,2500,1591.134445
-1917.648569,2500,1609.194206
-1499.969395,2500,1627.16591
-576.906576,2500,1644.903899
-3408.677984,2500,1662.938928
-601.944506,2500,1680.897831
-1588.390511,2500,1698.997348
-1562.933709,2500,1716.891856
-671.039732,2500,1734.506224
-2321.157179,2500,1752.229039
-1044.040601,2500,1770.342121
-739.139638,2500,1788.487439
-2012.575392,2500,1806.367337
-2395.034051,2500,1824.280563
-1079.339767,2500,1842.285272
-911.398768,2500,1860.172214
-1502.129517,2500,1877.933976
-1068.517837,2500,1896.136545
-803.986114,2500,1914.293545
-1305.225805,2500,1932.399966
-2569.155221,2500,1951.05391
-1897.672651,2500,1969.7219
-1356.460286,2500,1988.236725
-1869.848404,2500,2006.435944
-1382.730645,2500,2024.726732
-1292.91411,2500,2042.696433
-992.884092,2500,2060.52952
-2929.172784,2500,2078.295542
-1457.44952,2500,2096.575033
-1288.00046,2500,2114.447747
